Keys,Definitions,English
LËK, Étain. ,Tin.
LÉK," Se dissoudre, se consumer, être com- plétement détruit, anéanti.  ob bờ» — jäk di, tout notre sel s’est fondu. ","To dissolve, to consume, to be completely destroyed, annihilated. ob bờ” — jäk di, all our salt has melted."
LÉK," {V.  LOK] Étendre, joncher.  — x446k, étendre une natte. ","{v. LOK] Spread, litter. — x446k, spread a mat."
LELE," Savoir, connaître.  Bu —? qui le sait? Tònglâ dim —, bòtho de iliä? ce qu’on ignore en- gore soi-même, comment pouvoir l’enseigner aux autres? | Être du ressort, avoir autorité, charge.  Tôdrong mon, th uh hò —, cette affaire ne me re- garde pas, je ne la sais pas (c.  à.  d.  je ne suis pas tenu de la savoir, de m’en occuper).  7? pôm bôk — todrong môn6, il n’y a que le Père qui sache, qui puisse vous répondre là-dessus. ","To know, to know. Drank -? who knows? Tònglâ dim —, bòtho de iliä? what you don't know is inside yourself, how can you teach it to others? | To be responsible, to have authority, charge. Tôdrong mon, th uh hò —, this matter does not concern me, I do not know it (i.e. I am not required to know it, to concern myself with it). 7? pôm bôk — todrong môn6, only the Father knows, who can answer you on this."
LEM," Mouiller de salive le bout de ses doigts.  (Sorte de provocation, de défi, de promesse mu- tuelle. )","Wet your fingertips with saliva. (A kind of provocation, challenge, mutual promise.)"
LEM," Coudre les rebords d'un babit, d’un mor- ceau d’étoffe, pour l'empêcher de s'effiler.  (Ourler se dirait gom. )","Sewing the edges of a garment, a piece of cloth, to prevent it from fraying. (Hemming would be like gum.)"
"LEN, NGAM —"," Douceur fade, doucereux. ","Bland, sugary sweetness."
LÉNG-LONG," Qui n’est pas d’aplomb, qui vacille, qui n’est pas bien équilibré.  Plung — —, barque qui ne se tient pas d'aplomb sur l’eau.  Tăng —, penché d’un côté.  Brôk téng —, marcher une épaule plus basse que l’autre.  ","Who is not level, who wobbles, who is not well balanced. Plung — —, boat which does not stand upright on the water. Tăng —, leaning to one side. Brôk téng —, walk with one shoulder lower than the other."
LEP," Sauterelles qui ravagent les moissons.  Xüänäm —, l'année des sauterelles, où elles ravagè- rent tout. ","Locusts that ravage the crops. Xüänäm —, the year of the locusts, when they ravaged everything."
LER," Espèce de grillon.  Xir —, creuser le sa- ble pour en prendre (afin de les manger). ","You cricket. Xir —, to dig the sand to get some (in order to eat them)."
LI," S'en aller à la dérobée, s'esquiver.  Xở — J6k in hd de to xbre, il s'est esquivé de peur qu'on ne lui réclamât sa dette. ","To steal away, to slip away. Xở — J6k in hd of to xbre, he slipped away for fear that his debt would be demanded from him."
"LI, KAPÔ —", Très gros bufle. ,Very large buffalo.
"LI-LỒN, LI-LON", Le Déluge. ,The flood.
"LIA, KIA", Gingembre. ,Ginger.
LIEL," Tirer la langue.  — lpiet, même sens. ","Pull out the Tang. — lpiet, same meaning."
"LIÊM, LONG"," Bon, beau, bien.  — akâu, se porter bien.  Uh kò — akäu, être indisposé, malade.  De mé —, les bons. ","Good, beautiful, good. — akâu, to be well. Uh kò — akäu, to be indisposed, sick. Of course, the good ones."
LIENG, Nu.  Dao — le sabre nu.  [V.  LÂNG LIENG],Naked. Dao — the bare sword. [v. LANG LIENG]
LÏET," Renversé, se renverser, se coucher, être couché à terre (en parlant des hautes herbes, du riz dans les champs).  Ba — kè khial, le vent a ren- versé notre riz.  |","Knocked down, to overturn, to lie down, to be lying on the ground (speaking of tall grass, rice in the fields). Ba — kè khial, the wind knocked over our rice. |"
LIH," Avorter (en parlant des animaux).  [Pour les femmes, V.  RUNG. ]","Abortion (speaking of animals). [For women, V. RUNG. ]"
"LILIÂ, LILIO", Comment? pourquoi? quoi? De khan —? que dit-on? comment parle-t-on? — pèm? comment faire?,How? Why? What? From khan —? what do we say? how do we speak? — pem? how to do?
"LĨM, —hnam", Couvrir de chaume une maison. ,Thatch a house.
LIN," Gencives.  Bờ — hoh, gencives dégar- nies de dents. ","Gums. Bờ — hoh, gums bare of teeth."
LĨNH," Espèce de mouche.  Bèr xa —, xa long —, rabâcher.  (Allusion aux évolutions mille fois répétées de cette mouche aux alentours de son","You fly. Bèr xa —, xa long —, harp on. (Allusion to the thousand times repeated evolutions of this fly around its"
LING," Ling. . ngäl.  Ne faire que, faire sans ces- se une même chose, toujours.  — hul kò de, — hul kòè de ngăi, se mettre sans cesse en colère, ne faire que cela.  || — lang.  Toujours, perpétuellement, éter- nellement.  Yonap — —, le bonheur éternel.  Erih ——, la vie éternelle. ","Ling. . ngal. Do only, do the same thing over and over again, always. — hul kò de, — hul kòè de ngăi, to get angry constantly, to do only that. || — language. Always, perpetually, eternally. Yonap — —, eternal happiness. Erih ——, eternal life."
LIOH," Lécher.  Kø — #òbâu, le chien lèche les plaies. ","Lick. Kø — #òbâu, the dog licks the wounds."
LIP, Petit insecte. ,Small insect.
LIR," Sans interruption, constamment, conti- nuellement, sans cesse, toujours.  — Jar, même sens.  Anul — —, s'amuser toujours, ne faire rien autre chose. ","Without interruption, constantly, continuously, without ceasing, always. — Jar, same meaning. Anul — —, always have fun, do nothing else."
LIT," S’alarmer, être anxieux.  Nš khan kikià iu hò de —, n'en dites rien, de peur qu’on ne s’alarme. ","To be alarmed, to be anxious. Nš khan kikià or hò de —, say nothing about it, lest people be alarmed."
LỖ," Grandi, déjà grand (opposé à 10h, petit. ) — ioh di, grands et petits, tous.  (Lð ne se dit pas des choses. )","Grown up, already big (opposed to 10 o'clock, small. ) — ioh di, big and small, all. (Lð doesn’t say things to each other.)"
LÔ," Ainsi, de cette manière, comme ceci.  [V.  LE] ‘ LO.  Organes de la génération dans l’homme. ","So, in this way, like this. [v. LE] ‘LO. Organs of generation in man."
doit bien se garder de dire ce mot tout-à-fait déshonnête,") TẾ —, commerce charnel.  ",") TẾ —, carnal commerce."
LÔET," Mourir.  — mÿl, s'évanouir, évanoui.  — hèdräl, mourir subitement.  — kèdnt, mourir de mau- vaise mort.  (Toute mort violente, volontaire ou acci- dentelle, est regardée comme mauvaise par les Ba- hnars payens.  )","Die. — mÿl, to faint, fainted. — hèdräl, to die suddenly. — kèdnt, to die a bad death. (Any violent death, voluntary or accidental, is considered bad by the pagan Bahnars.)"
LOIH," Tondre.  — x6k, couper les cheveux.  LOI.  (signe du comparatif. ) Plus, davantage.  ","Mow. — x6k, cut hair. LAW. (comparative sign.) More, more."
plus que," Léng —, plus beau, meilleur.  — ko ròa, outre mesure.  || Lỡi, lôi loi, trop, par trop.  Pôma — —, parler beaucoup trop. ","Léng —, more beautiful, better. — ko ròa, beyond measure. || Lỡi, lôi loi, too much, too much. Pôma — —, talk too much."
"LÔK, UNH —"," Ver luisant, luciole.  Lech nh —, bôh unh —, voir des étoiles (comme lorsqu'on reçoit un coup dans l'œil). ","Glowworm, firefly. Lech nh —, bôh unh —, see stars (like when you get a poke in the eye)."
LOK," Enlever lécorce.  — kôdoh, même sens. ","Remove the bark. — kodoh, same meaning."
LÔM," Rouler, plier en rouleau, enrouler, enve- lopper un objet rond ou à peu près.  — x4k6k, rou- ler, serrer les nattes.  — xdbâu pang hla prit, enve- lopper de feuilles de bananier une blessure, une plaie. ","Roll, fold into a roll, wind up, wrap a round or nearly round object. — x4k6k, roll, tighten the mats. — xdbâu pang hla prit, to wrap a wound, a sore, with banana leaves."
LÖN," Intermittence, avoir des intermittences, des interruptions.  Blé —, fièvre intermittente.  Xỏ am lò bồn uh ko — nar, il ne passe pas un jour sans venir chez nous. ","Intermittency, having intermittences, interruptions. Wheat —, intermittent fever. Xỏ am lò bồn uh ko — nar, not a day goes by without coming to our house."
LONG," Arbre, bois.  — h6%k, le manguier.  — unh, bois de chauffage.  — hnam, bois de construc- tion.  Kal —, abattre un arbre.  | Part, portion, prix, sort, destinée.  (Les Bahnars, dans leurs trans- actions et dans toutes leurs affaires, se servent de morceaux de bois pour compter; et alors chaque morceau de bois prend le nom de l’objet qu’il re- présente. ) Gù —, rompre les bois, compter.  Hỏ- ngleh —, baisser le prix (les bois).  — mèn6 7š kapô, ce bois est (représente) un buffle.  Dôm — mờiö jt ling dram, tous ces bois là représentent des jar- res.  — inh jt g6, ma part à moi est une marmite.  nh — rắm dik, ma part à moi, mon sort, mon destin, c’est d’être malheureux; c’en est fait de moi. ","Tree, wood. — h6%k, the mango tree. — unh, firewood. — hnam, construction timber. Kal —, cut down a tree. | Share, portion, price, fate, destiny. (The Bahnars, in their transactions and in all their affairs, use pieces of wood to count; and then each piece of wood takes the name of the object it represents.) Gù —, to break the drink, count. Hỏ-ngleh —, lower the price (the woods). — mèn6 7š kapô, this wood is (represents) a buffalo. Dôm — mờiö jt ling dram, all these woods represent jars. — inh jt g6, my part is a pot. nh — rắm dik, my share, my fate, my destiny is to be unhappy; that's it for me."
LÔNG," Flotter, surnager.  (opposé à kräm. ) Kram ji —, mam ji krim, le bambou flotte, le fer va au fond.  ","Float, float. (opposed to kräm.) Kram ji —, mam ji krim, bamboo floats, iron goes to the bottom."
LOT, Petit panier destiné à mettre du sel.  (Il contient à peu près le quart d’un pènw. ),Small basket intended to put salt. (It contains about a quarter of a pènw.)
LÔT, Entrer en se baissant. ,Enter by stooping.
LOU," [V.  LÔ, ainsi; les deux mots ont le même sens. ] -","[v. There, so; both words have the same meaning. ] -"
LO," Beaucoup, nombreux.  — lang, — leng, à foison, très nombreux.  -","Many, many. — lang, — leng, in abundance, very numerous. -"
LOBAT," Flexible, maniable, pes dur, mou.  Long —, bois flexible.  Teh —, terre cile à pénétrer, à labourer.  || Pôma —, parler un langage conciliant, qu'on écoute avec plaisir, parler","Flexible, handy, hard, soft. Long —, flexible wood. Teh —, hard ground to penetrate, to plow. || Pôma —, to speak a conciliatory language, which we listen to with pleasure, to speak"
LOH," Permettre, consentir, céder, donner.  N — de poma lé, ne permettez pas qu’on parle ainsi.  E hâm — hò inh đao e? me cédez-vous, me donnez- vous votre sabre, me permettez-vous de m'en ser- yir? etc. ","Allow, consent, yield, give. N — de poma lé, don’t let people talk like that. E hâm — hò inh đao e? will you yield to me, will you give me your sword, will you allow me to use it? etc."
LỎK," Retourner, tourner de travers, sens des- sus des$ous. ","Turn over, turn sideways, upside down."
LOK," Étendre.  — zaÈöÈ, étendre une natte. ","Extend. — zaÈöÈ, spread a mat."
LOL," Muet.  Èk —, sourd-muet.  Bôr —, don klik, n'avoir ni talent pour parier, ni intelligence pour comprendre. ","Mute. Èk —, deaf-mute. Bôr —, don klik, to have neither talent for betting, nor intelligence to understand."
LỞ-LA, Cancrelas. ,Cancrelas.
LOLAN," S'étendre en rampant (v.  g.  le lierre, et autres plantes ou herbes. ) Tèley tôl ji — jäp kà hôtu, les tiges de citrouilles se sont étendues par tout l’ancien village. ","Spread creeping (v. g. ivy, and other plants or herbs. ) Téley tôl ji — jäp kà hôtu, pumpkin stalks spread all over the old village."
LOLENG," Traîner en longuéur, agir lentement, mollement, nonchalamment.  Nš — n# pohèi, ne soyez ni lambin ni mou.  ","Hang around, act slowly, sluggishly, nonchalantly. Nš — n# pohèi, don’t be lazy or soft."
LỎLÉP," Qui ne tient pas fermement.  Ti —, main qui laisse tomber tout ce qu’elle tient; étour- di, inattentif, léger. ","Who doesn't hold firmly. Ti —, hand that drops everything it holds; dazed, inattentive, light-hearted."
LOLIEL," Bavard, qui parle inconsidérément. ","Talkative, who speaks inconsiderately."
LOLOH," Déblayer un trou, une rigole, net- toyer avec une baguette un tuyau, un tubé.  || Bôr —, bèngai —, qui ne sait rien taire, qui pro- duit tout ce qu’il sait, indiscret. ","Clear a hole, a channel, clean a pipe, a tube with a wand. || Bôr —, bèngai —, who knows nothing to keep quiet, who produces everything he knows, indiscreet."
LOLUT," Imprudent, irréfléchi, trop empressé de parler ou d’agir avant toute réflexion. ","Reckless, thoughtless, too eager to speak or act before any thought."
LOM," En, dans, pendant, lorsque, à.  — hnam, dans la maison.  — don — johngâm, en son esprit, dans son cœur.  — kech, à la moisson.  — oëy fò- dam, pendant l'adolescence.  — #5, en cet endroit. ","In, in, during, when, at. — hnam, in the house. — don — johngâm, in his mind, in his heart. — kech, at harvest. — oëy fò-dam, during adolescence. — #5, in this place."
eut cette maladie," LOMO.  Bœuf (en général).  — akän, vache.  — tonô, taureau. ","LOMO. Beef (usually). — akän, cow. — tonô, bull."
LỞMỎ," Souvent, bien souvent, bien des fois.  Bôdrô, ji xbrk —, il arrive souvent qu’on perde au commerce. ","Often, very often, many times. Bôdrô, ji xbrk — it often happens that we lose in trade."
LONG," Beau, bon, bien.  Ling —, parfaitement bon, essentiellement bon, ou beau. ","Beautiful, good, good. Ling —, perfectly good, essentially good, or beautiful."
LOP," Couvrir, inonder.  LỎPIET.  La langue.  Lữ —; tirer la langue. ","Cover, flood. LỎPIET. Language. Lữ—; pull out the Tang."
LỎR," Écraser sous les pieds, fouler, marcher sur. ","To crush underfoot, to trample, to tread upon."
"LOT, LÂT"," Emoussé.  || Confus, honteux, ré: duit au silence.  1h jet xd, xd — jäk, uh ko ha ming ndr, quand vous l’avez interrogé, il n’a pas su, dans sa confusion, dire une seule parole. ","Blunt. || Confused, ashamed, silenced. 1h jet xd, xd — jäk, uh ko ha ming ndr, when you questioned him, he did not know, in his confusion, to say a single word."
LU," Avoir de l'appétit, pouvoir manger, trou- ver du goût aux mets.  Dông iüng bồÏlố, inh nao — ","To have an appetite, to be able to eat, to find taste in food. Dông iüng bồÏlố, inh nao —"
"LU, GE —", Espèce de jarre assez estimée.  ' LUO.  ,Quite an esteemed kind of jar. 'LUO.
LUI," Croire, se confier, obéir, céder, acquies- cer, consentir.  — ming pôm Bă lang dik, croire en un seul Dieu.  De bôtho, xd uh bò oa —, on le con- seille, il ne veut pas croire. ","To believe, to confide, to obey, to yield, to acquiesce, to consent. — ming pôm Bă lang dik, to believe in one God. De bôtho, xd uh bò oa —, we advise him, he does not want to believe."
LÜK.  ,"Outre mesure, follement.  Et xik —, boire du vin à l'excès. ","Beyond measure, madly. And xik —, drinking wine to excess."
LÜK-LOK," Mél, mélange, confusion, confu- sément.  Pèjai Bahnar — — kò Xodang, mêler dans son langage le Bahnar et le Sedang. ","Mixture, mixture, confusion, confusion. Pèjai Bahnar — — kò Xodang, mixing Bahnar and Sedang in its language."
LŨM," Mettre en rouleau, enrou- ler, envelopper. ","To roll up, roll up, wrap."
LÜN," Pouvoir être contenu, avoir la capacité pour contenir.  Bôngai dôm n6, hnam nhon uh hồ —, notre maison ne peut pas contenir tout ce monde. ","To be able to be contained, to have the capacity to contain. Bôngai dôm n6, hnam nhon uh hồ —, our house cannot hold all these people."
LÜNG," Incapable, inhabile, maladroit, qui ne sait aucun métier.  Tôoûy kikiä bbngai — ồn? pourquoi garder chez soi un tel homme inhabile en tout ?","Incapable, unskillful, clumsy, who knows no trade. Tôoûy kikiä bbngai — ồn? why keep such an unskilled man at home?"
LÜON," Avaler, dévorer.  — ming hôlubn, avaler une gorgée.  Kla — x, le tigre l’a dévoré.  Bò — khey, — mat nar, éclipse de lune, de soleil.  (Les Bahnars simaginent, comme les Chinois, qu’un monstre les dévore. )","Swallow, devour. — ming hôlubn, to take a sip. Kla — x, the tiger devoured it. Bò — khey, — mat nar, eclipse of the moon, of the sun. (The Bahnars imagine, like the Chinese, that a monster is devouring them.)"
LUP," Se cacher le visage et la tête en se bais- sant, se voiler la tête. ","Hide your face and head by stooping, veil your head."
LÜR," Aller, courir tête baissée, sortir de chez soi et se mettre en route malgré les vents et la pluie, ","Go, run headlong, get out of your home and set off despite the winds and the rain,"
LÜT," Ficher, enfoncer.  — long, ficher, enfon- cer un bois, un bâton en terre. ","To stick, to push. — long, stick, stick a piece of wood, a stick in the ground."
"LÜT, PLEY —", Bouton đhabit.  ,đhabit button.
LÜT," Se laisser duper.  Bbngai —, homme trop crédule, qui se laisse facilement tromper. ","Let yourself be fooled. Bbngai —, too credulous man, who is easily deceived."
LUT," Pire, inférieur, moindre; moins.  (Il se met après l'adjectif. ) Kômt —, encore plus mau- vais, encore pire.  Đăk mmòmš ji hôtul, chong bŠk moto ji kôtul —, celui-ci est maladroit, mais celui-là l’est bien davantage. ","Worse, lower, lesser; less. (He puts it after the adjective.) Kômt —, even worse, even worse. Đăk mmòmš ji hôtul, chong bŠk moto ji kôtul —, this one is clumsy, but this one is much more so."
NOTA," Plusieurs mots commençant indifféremment par Lo’ ou par Ro’, il faut chercher à la lettre R ceux qui auraient été omis à la lettre L. ","Several words beginning indifferently with Lo’ or with Ro’, it is necessary to look for the letter R for those which would have been omitted in the letter L."
MĂ," Expression employée en divers sens.  Pla- cée devant un adjectif, elle en fait un adverbe: Pà- gõ, prudent, circonspect; — pèngô, prudemment, avec prudence.  || Devant un nombre cardinal, elle le rend ordinal: Ming jit, dix; — ming jit, dixième.  || Elle est souvent employée comme pronom rela- tif, qui, que, dont, où, etc. : Bôngat — lôet hây, l’homme qui vient de mourir.  Dram — de an hò ð, la jarre qu’on vous a donnée.  Tbdrong — inh pèma pang ð, l'affaire dont je vous ai parlé.  Pôley — & oa nam, le village où vous voulez aller.  Hnaem — de tolach tông bri, la maison où l’on s’est disputé hier.  | (au commencement d’une phrase ou d’un mem- bre de phrase. ) Que, quoique, quand même, si même, soit.  — /68t kè inh tờng. . . , que je meurel si . . .  — de an%k đôm/ò, ẽ ne lui, quoi qu’on fasse pour vous y engager, ne cédez pas.  — #ih — ioh, soit grands soit petits.  || Entre deux verbes, elle forme avec le second une locution adverbiale: E ling po- ma — pôhul de, vous parlez toujours de manière à provoquer la colère des gens.  (Ne pas confondre Mi ","Expression used in various senses. Placed in front of an adjective, it makes an adverb: Pàgõ, prudent, circumspect; — pèngô, cautiously, with caution. || When faced with a cardinal number, it makes it ordinal: Ming jit, ten; — ming jit, tenth. || It is often used as a relative pronoun, who, that, whose, where, etc. : Bôngat — lôet hây, the man who has just died. Dram — from an hò ð, the jar that was given to you. Tbdrong — inh pèma pang ð, the affair I told you about. Pôley — & oa nam, the village where you want to go. Hnaem — from tolach tông bri, the house where we argued yesterday. | (at the beginning of a sentence or a member of a sentence.) That, although, nevertheless, if even, be. — /68t kè inh tờng. . . , that I die if . . . — from an%k đôm/ò, ẽ ne lui, whatever anyone does to commit you to it, do not give in. — #ih — ioh, either big or small. || Between two verbs, it forms an adverbial phrase with the second: E ling poma — pôhul de, you always speak in such a way as to provoke people's anger. (Do not confuse Mi"
"MAI et Afhai: ce dernier marque Ïintention, le but; l’autre marque plutôt la manière, le résultat, même non voulu",) ,)
MĂ," Empan mesuré en courbe.  G6 topèh —, une marmite de sept empans.  ","Span measured in curve. G6 topèh —, a pot of seven spans."
MA," Oncle, frère ou cousin de la mère plus jeune qu’elle, beau-frère, mari d’une sœur ou d’une cousine cadette. ","Uncle, brother or cousin of the mother younger than herself, brother-in-law, husband of a younger sister or cousin."
MA," Droit, droite.  Ti gah —, la main droite.  Gah —, le côté droit.  — ngieo, à droite et à gau- che.  Xem — les oiseaux chantent à droite du che- min (superst. )","Straight, straight. Ti gah —, the right hand. Gah —, the right side. — ngieo, right and left. Xem — the birds sing to the right of the path (superst.)"
MAH," Or, d’or, en or.  Dak —, dorure.  Pik dak —, dorer.  Erë —, chercher de Ïor. ","Gold, gold, gold. Dak —, gilding. Pik dak —, to brown. Erë —, to seek gold."
MAH," Suffire, suffisant; avoir assez.  Poi dôm n6 hâm — kè iem? cette quantité de riz vous suffit- elle? 7 —, oui, c’est suffisant.  || Être encore en appétit.  Tông oûy —, xa mời, si vous êtes encore en appétit, continuez de manger.  || Daigner.  Xd uh hò — huë nắng inh, il ne daigne pas me regarder. ","Suffice, sufficient; have enough. Poi dôm n6 hâm — kè iem? is this amount of rice enough for you? 7 — yes, that is enough. || Still be hungry. Tông oûy —, xa mời, if you still have an appetite, keep eating. || Deign. Xd uh hò — huë nắng inh, he does not deign to look at me."
MAHA," A plus forte raison, a fortiori, bien plus, bien moins.  Æ khan ẽ uh kè oa, — inh, vous dites que vous ne voulez pas, je le veux bien moins, moi.  |","All the more so, a fortiori, much more, much less. Æ khan ẽ uh kè oa, — inh, you say you don't want it, I want it much less. |"
MAHAM, (mot rôngao).  Sang.  :,(word rongao). Blood. :
"MAHANG, BAHANG, AMPRE, AMRE"," (On dit l’un ou l’autre, selon les localités. ) Piment. ","(We say one or the other, depending on the locality.) Chili pepper."
MAI," Bru; femme du petit-fils, d’un neveu, ou d’un petit-neveu.  Ong —, mari et femme.  164 ong —, se marier.  Pôjai ong —, s'entremettre pour un mariage.  Plah ong — de, commettre un adultère. ","Bru; wife of grandson, nephew, or great-nephew. Ong —, husband and wife. 164 ong —, get married. Pôjai ong —, to mediate for a marriage. Plah ong — to, commit adultery."
MAI-NING," La planète Vénus, ","The planet Venus,"
MAY," Mettre en réserve; mettre, poser.  — fò- bắng, desservir.  — taj? où mettre cela?","Reserve; put, pose. — fò-bắng, to serve. — taj? where to put this?"
MAIH, Cuivre. ,Copper.
"MAJO, MX IO"," Lequel.  E 564 —, an kè inh —? lequel prenez-vous, et lequel me donnez-vous ?","Which. E 564 —, an kè inh —? which do you take, and which do you give me?"
MÂK," A la charge.  — kồ inh, je m'en charge, j'en réponds.  Tông xò biỡng — kd š, si cela s'égare, tant pis pour vous. ","On charge. — kồ inh, I take care of it, I answer for it. Tông xò biỡng — kd š, if it gets lost, too bad for you."
MAL," Regarder, la main en abat-jour au des- sus des yeux.  £ MÂM.  Mâcher la nourriture à un tout petit en- ant. ","To look, the hand in shade above the eyes. £ MÂM. Chewing food for a toddler."
MÂM," Téter.  — {0h mÿ, sucer le sein de sa mè- re.  — tréng, tenir à la bouche le tube à boire le vin. ","Breastfeed. — {0h mÿ, sucking his mother's breast. — tréng, hold the wine drinking tube in your mouth."
MÂM," Käp —, se mordre les lèvres. ","Käp —, bite your lips."
MẦM," Fer.  Ik—, scorie de fer.  — aräng, fer bien trempé, bon fer.  — gôxang, fer rouillé.  Gò- xăng —, rouille. ","Iron. Ik—, iron slag. — aräng, well-tempered iron, good iron. — goxang, rusty iron. Gò-xăng —, rust."
MÂM," (à la fin d’un phrase. ) Certes, sans đou- te.  (sens assez vague. )","(at the end of a sentence.) Certainly, without doubt. (rather vague meaning.)"
MAN," Mettre en réserve, poser, mettre.  (Les mots déng, my, et min sont synony- mes.  )","To put in reserve, to lay, to put. (The words déng, my, and min are synonymous.)"
MAN," Mouler, faire des ouvrages d'argile.  — g6, — lăng, faire une marmite, une pipe de terre,","To mould, to make works of clay. — g6, — lăng, to make a pot, a clay pipe,"
MANAÂM," A la bonne heure, mais. . . ; c’est vrai, mais. ","At the right time, but. . . ; it's true but."
MANAT," Avoir pitié, compassion, aimer (af- fection de supérieur à inférieur).  Ô Bä lãng, th — hồ inh, mon Dieu, ayez pitié de moi.  — kồ de mi.  dènuh hin, aimer les pauvres, leur faire l'aumône.  (les aimer effectivement).  — kd ð, — hò tém, je te ","Have pity, compassion, love (affection from higher to lower). O Bä lãng, th — hồ inh, my God, have mercy on me. — kồ de mi. dènuh hin, to love the poor, to give them alms. (actually love them). — kd ð, — hò tém, je te"
je vous salue," (C’est la formule ordinaire ; la formule Inh hmach hò &, kè tem, est plus solen- nelle, mais beaucoup moins en usage. )","(This is the ordinary formula; the formula Inh hmach hò &, kè tem, is more solemn, but much less in use.)"
MANG," Fois.  Ming —, une fois.  Pa—, en- core une fois.  Uh kb ia —, jamais, pas une seule fois.  — xäng, une fois pour toutes, en un mot, pour en finir. ","Times. Ming —, once. Pa—, again. A kb ia —, never, not once. — xäng, once and for all, in a word, to put an end to it."
MANG," Porte.  — fờm, porte principale.  — m6k, petites portes latérales.  — kôdang, portes d’entrée dans les chambres.  — räk, pou- lailler.  — 7đng, porte d’entrée du village. ","Door. — fờm, main gate. — m6k, small side doors. — kôdang, entrance doors to the rooms. — räk, henhouse. — 7đng, gateway to the village."
MANG," La nuit; il fait nuit.  — kônk, la nuit prochaine.  — hkäy, la nuit dernière.  — mu, — mät, ténèbres, nuit obscure.  Oây lèôm — mu, rester au milieu des ténèbres, dans l'obscurité.  — klam, tard, bien avant dans la nuit.  — #ar, jour et nuit.  Tè- gudt —, marquer, fixer les nuits (les jours).  — ji hòtếk, le jour fixé est arrivé. ","The night; it's night. — konk, next night. — hkäy, last night. — mu, — mät, darkness, dark night. Oây lèôm — mu, stay in the middle of the darkness, in the darkness. — klam, late, well before the night. — #ar, day and night. Tè-gudt —, mark, fix the nights (the days). — ji hòtếk, the appointed day has arrived."
MĂNG," Frapper, corriger avec le rotin, em- ployer la correction corporelle. ","Hit, correct with the rattan, use bodily correction."
MĂNG," (En réponse. ) Oui, vraiment, c’est bien cela, cela va sans dire. ","(In response.) Yes, really, that’s it, that goes without saying."
MĂNG," Numéral des piéges et semblables choses.  Pam bar —, deux nasses.  DĂÈ peng —, trois piéges à lance. ","Numeral of traps and similar things. Pam bar —, two traps. DĂÈ peng —, three spear traps."
MAN," Duel de la troisième personne.  — zỏ, eux deux.  — häp, même sens. ","Third person duel. — zỏ, both of them. — häp, same meaning."
MÂR," Se mettre en garde, se tenir sur ses gar- des, en éveil.  — hồ 2m, de ang tomoi, tenez-vous sur ‘vos gardes, on parle dennemis en campagne.  Nhon ji — ling lang, nous nous tenons constamment en éveil.  ","To be on guard, to be on guard, alert. — hồ 2m, from ang tomoi, be on your guard, we are talking about enemies in the field. Nhon ji — ling lang, we are constantly alert."
MAR," Ombrageux, craintif, indompté (en par- lant des animaux, du gibier. )","Shady, fearful, untamed (speaking of animals, game.)"
MAT," La plus petite unité de valeur, environ 10 centimes.  (Elle est représentée ar une piochette, un collier de verroterie, une Rule d’étain, un tube de tabac, un pain de cire, etc. , etc.  )","The smallest unit of value, approximately 10 cents. (She is represented by a pickaxe, a bead necklace, a pewter rule, a tube of tobacco, a block of wax, etc., etc.)"
MÂT," Œil.  Muh —, visage.  Lar —, ouvrir les yeux.  — iði, aveugle.  — nar, le soleil.  .  Nom.  — # bu? quel est votre nom? || Polang —, les indivi- dus, le nombre des personnes.  Hnam tem, polang — dôm? combien êtes-vous dans votre maison? | — jông, cheville du pied.  — ka, espèce de cor au pied.  — long, endroits de l'arbre d’où sortent les branches.  . ","Eye. Muh —, face. Lar —, open your eyes. — iði, blind. — nar, the sun. . Name. - # drank? what is your name? || Polang —, the individuals, the number of persons. Hnam tem, polang — dôm? how many are you in your house? | — jông, ankle of the foot. — ka, kind of corn on the foot. — long, places in the tree from which the branches come out. ."
"MAT-MIH, MIH"," Vous deux.  — — hâm nhong 0k? nhijt ming pôm mé, bắ xara, vous deux êtes- vous frères? nous sommes tous deux frères utérins. ","You two. — — ham nhong 0k? n art ming apple, bắ xara, are you two brothers? we are both uterine brothers."
MÂT-NAR, Le soleil.  |,The sun. |
MAU," Penser, réfléchir.  — don, penser dans son esprit.  Don — la pensée, l'intelligence. ","Think, reflect. — gift, think in one's mind. Gift — thought, intelligence."
ME," Mère.  — ởứ, mère et père.  (En Bahnar c'est ainsi qu’on doit dire, et non pas: père et mère.  )","Mother. — ởứ, mother and father. (In Bahnar this is how it should be said, and not: father and mother. )"
MÉ-KRA," Tante, sœur aînée du père, cousines du père plus âgées que lui. ","Aunt, father's older sister, father's cousins ​​older than him."
ME," Nourrir, entretenir, faire subsister.  Yeju-Krito — bèn bang akâw Pham lồnglaz di, Jésus-Christ nous nourrit de son propre corps et de son propre sang. ","Nourish, maintain, sustain. Yeju-Krito — bèn bang akâw Pham lồnglaz di, Jesus Christ nourishes us with his own body and his own blood."
MEH," Glaner.  — xdmiet, ramasser, recueillir les glanes.  (Parfois on emploie ce mot par litote pour kech, moissonner; ainsi on dit très bien: — kon bã, kon bèlah, glaner notre chétif riz, nos cos- ses de riz, bien qu’on fasse une vraie moisson. ) ","Glean. — xdmiet, pick up, collect the gleanings. (Sometimes we use this word understatement for kech, to reap; thus we say very well: — kon bã, kon bèlah, to glean our meager rice, our rice pods, although we make a real harvest. )"
