Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
chơchrỡ,to designate water running as blood,water,0.4317579269409179,human activity,0.2548324465751648
chơdong,type of poisonous snake with black and white stripes,animals activity,0.602681577205658,animals,0.3519776165485382
chơdŏ,nose horn of rhinoceros,animals,0.6647361516952515,animals activity,0.3267416656017303
chơduh,instrument used in weaving placed on one's back for thread,human activity,0.6881558299064636,animals activity,0.1329229772090912
chơđŏk,bad-tempered,human activity,0.7083427906036377,language,0.1168544963002204
chơgăm,to be eager,human activity,0.5011821389198303,language,0.1755135655403137
chơgăn,anything that is used to make one room private,human activity,0.2359340637922287,language,0.2006003111600875
chơgĕt,even so,human activity,0.3698686957359314,language,0.1831058114767074
chơgơu,bear (animal),animals,0.8497906923294067,animals activity,0.1435548216104507
chogro,method of tying something up,human activity,0.4142190814018249,language,0.1523948609828949
chơgrô,all tied up and unable to move,human activity,0.4642141759395599,animals activity,0.1472688019275665
chơhnen,to laugh quietly,human activity,0.7058215141296387,language,0.1167388632893562
chơnnŏk,water dipper,water,0.7643741965293884,weather,0.1160945445299148
chơkang,to give rice wine,human activity,0.7147207260131836,animals activity,0.0762828215956687
chơkăl,to bar door fasten securely,human activity,0.5185505747795105,language,0.2158691883087158
chơkeh,to throw up and hit one stick with another,human activity,0.8383115530014038,animals activity,0.1223725378513336
chơkhŏ,shoes,human activity,0.7981127500534058,animals activity,0.1271312981843948
chơkle,to describe feeling of a sudden surprise,language,0.7325457334518433,human activity,0.0771259441971778
choklêng,to describe flat-surfaced object,language,0.374435544013977,water,0.2396673709154129
chơlă,to peel sugarcane,human activity,0.4247419536113739,plants,0.3810533583164215
chơmŏk,to be always successful in fishing,human activity,0.4251414835453033,animals activity,0.3607324063777923
chơ'mal,monkey-faced expression,animals activity,0.5736178159713745,animals,0.3160372376441955
chơ'mêu,cruel-looking face of tiger,animals,0.7969974279403687,animals activity,0.1873209029436111
chơ'mon,to squeeze rice into a ball to eat,human activity,0.9160084128379822,animals activity,0.0419012419879436
chơ'moh,place in stream where water divides,water,0.8491733074188232,scenery,0.08668152987957
chơ'mŏk,funnel,human activity,0.4694419205188751,animals activity,0.2231662571430206
cho'môk,to describe something large curled up in a sitting position,language,0.4191912412643432,animals activity,0.318948358297348
chơ'mônh,cat curled up to rest ,animals activity,0.7084929943084717,animals,0.2773928642272949
chơ'mrunh,description of a frog sitting,animals activity,0.8208847045898438,animals,0.1188238114118576
chơnăt,new leaves,plants,0.3878099322319031,scenery,0.3213993608951568
chơnĕng,walls of a house,human activity,0.8532150983810425,scenery,0.0348899774253368
chơnok,groove on crossbow in which arrow sets,human activity,0.4345800578594208,animals activity,0.2212199419736862
chơng,"to lead by hand, of hen to lead and give food to chicks",animals activity,0.6432123780250549,animals,0.3350140452384949
chơng-rơng,trellis,animals activity,0.3135033845901489,language,0.3064735829830169
chơnglai,hem,human activity,0.6144041419029236,language,0.2260272651910781
chơpĕt,to squeeze fruit,human activity,0.8901445269584656,animals activity,0.0592348277568817
chơprê-chơpra,description of many finger-like projections,language,0.3506674170494079,human activity,0.1675283908843994
chơt,like projections,scenery,0.3044853210449219,language,0.1857041120529174
chơwêu,poised to charge,human activity,0.4699262678623199,animals activity,0.3485996127128601
chơwong,to describe goose-neck appearance of anything,language,0.4968072772026062,human activity,0.1642092019319534
chơwơ-chơwơ,to walk or be slow in actions because sick,human activity,0.6590815782546997,language,0.0965058952569961
chỡn,"fearless, able to control",human activity,0.3654327392578125,animals activity,0.1738272905349731
chỡng,"to cut in two -- bones, wood, meat",human activity,0.4207945764064789,animals activity,0.3334023356437683
chỡp,to fold,human activity,0.3323554396629333,language,0.2700402438640594
chraih,to stir to get dry e.g. rice,human activity,0.7137768864631653,language,0.0649797692894935
chrang,high-pitched,human activity,0.4965404868125915,language,0.1526414901018142
chrao,medium-sized bird that sometimes lives in people's houses,animals activity,0.753164529800415,animals,0.1604354977607727
chrăng,metal belt,human activity,0.6259146332740784,animals activity,0.1471868753433227
chre,to cut off branches of tree,human activity,0.8065962791442871,animals activity,0.0901378467679023
chrek,"to cut with knife -- cloth, kerosene can",human activity,0.7271038293838501,language,0.0779348313808441
chrĕm,expression to describe something cold,language,0.7833715081214905,weather,0.110009454190731
chrĕng,loud noise,human activity,0.7881656289100647,animals activity,0.0762100368738174
chrêu,strange,human activity,0.2949795126914978,language,0.1804467141628265
chrih,"strange, out of ordinary",language,0.2473926097154617,human activity,0.2262648195028305
chro,to reach out hand,human activity,0.8009069561958313,animals activity,0.097623810172081
"chro, plĕnh chro",rainbow,water,0.249746635556221,animals activity,0.1815480440855026
"chrôh, chruơh",a type of fish,animals activity,0.7956126928329468,animals,0.1049865111708641
chrơng,to hoist up,human activity,0.7508128881454468,animals activity,0.1137762516736984
chrŭp,to designate the way an object falls into water ,water,0.855897068977356,language,0.0596606247127056
chu,to obey,human activity,0.4572634100914001,language,0.2235114723443985
chu-chang,to leave behind,human activity,0.4424108564853668,language,0.1912296563386917
chuai,cowlick of horse or cow,animals activity,0.5114299654960632,animals,0.4794497489929199
chuă,grab,human activity,0.5210345983505249,animals activity,0.124645322561264
chuĕch,to grab quickly,human activity,0.7253304719924927,animals activity,0.0835738629102706
chuŏk,"to knit, tie",human activity,0.892192542552948,language,0.0529826134443283
chuŏng,small bell,animals activity,0.4455311298370361,human activity,0.3138223886489868
chuơh,sand ,scenery,0.3014440238475799,language,0.2250163853168487
chuỡng,to cut clean off in one blow,human activity,0.352870374917984,language,0.1820688396692276
chuỡr,jump over,human activity,0.4849894940853119,animals activity,0.2724367082118988
chur,"brave, courageous",human activity,0.5050950646400452,language,0.3361409306526184
"chŭ, jǐ chŭ",smallpox,human activity,0.5044296383857727,animals activity,0.2507599890232086
chữ-chă,house lizard,animals activity,0.5092801451683044,animals,0.4781466424465179
chŭk,the white lower of some animals,animals,0.8834440112113953,animals activity,0.0609029345214366
chŭk-lŭk,to describe someone falling to ground or in water,human activity,0.3939460515975952,language,0.2945276498794555
chŭm,to kiss,human activity,0.8268201351165771,language,0.0766230374574661
chŭn,garden in fields or woods,scenery,0.5554248094558716,plants,0.2664106786251068
chŭr,noise of nighthawk,animals activity,0.8818197846412659,animals,0.0811656191945076
chư,word letter,language,0.8857046365737915,human activity,0.0425387360155582
chưk,of pig to root around in dirt,animals activity,0.6634820699691772,animals,0.3307220041751861
dah,"to hurry, to do",human activity,0.6680169701576233,language,0.2236108779907226
"dah, hơdah",or ,human activity,0.2862746715545654,language,0.2242409437894821
dah ,if ,language,0.3567397594451904,human activity,0.2227733284235
dam,"bridle, halter ",language,0.3971275687217712,animals activity,0.224748894572258
dan ,to place as to place a target ,human activity,0.5401386022567749,language,0.169707641005516
dang,"like, as",language,0.6427456140518188,human activity,0.1329040974378585
dang đêl,same as usual,human activity,0.6379150152206421,language,0.1315067410469055
dang aī,same in size,human activity,0.348499447107315,water,0.1557770073413849
dang ei,now ,human activity,0.3258252739906311,language,0.1756287962198257
dao ,small sword ,human activity,0.3834207653999328,animals activity,0.3369861841201782
dă,better ,human activity,0.3000379800796509,animals activity,0.1321531236171722
dă dah,that's okay ,language,0.270346075296402,human activity,0.2339400202035904
dăm,"male carabao, bull",animals,0.6150906085968018,animals activity,0.3563312292098999
dăm,son,human activity,0.5495113134384155,animals activity,0.2056204378604889
dăm brang,lion,animals,0.4814888536930084,animals activity,0.4405862092971802
dăng,classifier for hair string and similar objects ,language,0.2732402682304382,animals activity,0.1679260581731796
dăng,"to put up wire, line, rope ",human activity,0.8799657821655273,language,0.0383239947259426
wai dăng,spider web,animals activity,0.8681806921958923,language,0.0409053899347782
dăr,"to go around, spin around ",human activity,0.3028962910175323,animals activity,0.2570018470287323
deh,mild imperative attention-getter,language,0.3179101347923279,human activity,0.2781862616539001
deng,"to bewitch, sorcerize ",human activity,0.4668893814086914,language,0.2283361703157425
bơngai deng,witch (runs in family),human activity,0.4488422870635986,animals activity,0.1513053774833679
der,type of small bird ,animals activity,0.8392354249954224,animals,0.1015742495656013
dĕl-dŏl,the swinging of something in the wind ,human activity,0.323599636554718,animals activity,0.2068164646625518
dĕng ,the little finger,human activity,0.5671790838241577,animals activity,0.296407401561737
dêh,"country, area ",scenery,0.5123040080070496,language,0.182042121887207
dêh,very intensive,human activity,0.6210265159606934,animals activity,0.1172597929835319
dêng-dễ,"to toddle, waddle",human activity,0.7358337640762329,animals activity,0.1780858039855957
dêt-bơngai dêt,easily angered person,human activity,0.9016639590263368,language,0.0510699711740016
dih,own self,human activity,0.8239907622337341,language,0.0517325103282928
dih,literally body of self but is used as substitute for 2nd person singular (it is polite and intimate),language,0.5547381639480591,human activity,0.1744538396596908
dim ,gentle kind ,human activity,0.2918497920036316,language,0.2621262967586517
dǐk-dǐr,name of a very soft dark mushroom that grows on dead logs,language,0.3881251513957977,animals activity,0.2617579996585846
doch,to suck through tube (restricted to wine and water),water,0.4386663734912872,human activity,0.3785791099071502
"don, 'bum don ",camote ,scenery,0.3813146352767944,language,0.2694284915924072
dong ,to hit hard and long ,human activity,0.3489367365837097,language,0.2109759300947189
dor ,oval-shaped head ,human activity,0.3835407495498657,animals activity,0.2460195124149322
dŏng,"to help, save, rescue ",human activity,0.7041476964950562,language,0.1559128016233444
dŏng,"to put, place ",language,0.6213178634643555,human activity,0.1432758718729019
"duŏ, dâu-dak dŏu",kerosene,language,0.3271209597587585,human activity,0.2996319532394409
dôi,clay bowl,human activity,0.6229057908058167,animals activity,0.0951024144887924
dôm,"how many, that many, all of those ",human activity,0.3380950391292572,language,0.2451117038726806
dôm ai ,equal in number,human activity,0.3956003487110138,water,0.1365716308355331
dônh,"to gather up, pick up ",human activity,0.7117443084716797,language,0.1418089568614959
"dông, long dông",leaning tree ,animals activity,0.3028099238872528,human activity,0.2754161953926086
dỗ,to divide up,human activity,0.398673802614212,language,0.1833669245243072
dơdĕng,eager,human activity,0.501002311706543,animals activity,0.1941759437322616
dơdơng,to designate any long shaped object hanging down ,language,0.4022656977176666,human activity,0.1196266710758209
dơhlĕo,a drill ,human activity,0.8171356916427612,animals activity,0.1170437186956405
dơhlông,door track to fasten or slide wood into ,human activity,0.7678367495536804,animals activity,0.0573752336204052
dơhơr,to encourage ,human activity,0.4109990894794464,language,0.2251754403114318
yak dơhơr ,go together to have company,human activity,0.7610684037208557,animals activity,0.0903832167387008
dơhuơng,tall and handsome,human activity,0.7011852264404297,animals activity,0.0817847102880477
dơlễ,snail,animals activity,0.7723668813705444,animals,0.1842234134674072
dơliêl,to describe long-tounged scary-faced individual ,language,0.7286572456359863,human activity,0.1192293763160705
dơmanh,three days after today,human activity,0.511390209197998,language,0.1479372680187225
dơmŏng,"precious stones, jewels",language,0.168570414185524,animals activity,0.1526350528001785
dơmônh,day after tomorrow,human activity,0.4317840039730072,language,0.1309836357831955
dơnan,target,human activity,0.3553568720817566,language,0.162559688091278
dơning,tomorrow,human activity,0.4302584826946258,animals activity,0.12628935277462
dơning dơmônh,the next few days or weeks the future ,human activity,0.3210358917713165,language,0.2575457394123077
dơnŏu,lake pond ,water,0.8931699395179749,scenery,0.0684009119868278
dơnỡng,"one sitting, stay in one place",human activity,0.3731153905391693,language,0.1643356382846832
dơnỡr,grave mound or tombstone,human activity,0.8427108526229858,language,0.0341544114053249
dơnuh,poor,human activity,0.3360471725463867,animals activity,0.1513601392507553
"dơnuh, pơma dơnuh",to converse,human activity,0.5126056671142578,language,0.3065977096557617
dơng,branch,plants,0.2624787092208862,language,0.2250729650259018
dongôk,decribes looks of a tall person ,language,0.7548533082008362,human activity,0.0826271697878837
dơngôk-dơngak-mak,many tall people ,human activity,0.9245877265930176,language,0.0212137438356876
dơngỡl,tree stump,scenery,0.3812161386013031,human activity,0.2702615261077881
dơrỡ,pig swill,animals,0.5349536538124084,animals activity,0.4424272179603576
dơsen,stingy,animals activity,0.4023226201534271,human activity,0.2574823796749115
"dơsǐ, đak dơsǐ","sea, ocean",water,0.8919075131416321,animals activity,0.0401608273386955
dơsoh,lungs,animals activity,0.4713486135005951,human activity,0.3065648078918457
dơsor,"to agree with, be friends",language,0.4317262768745422,human activity,0.2914007604122162
dơt,of chickens to lay here and there,animals,0.5107064247131348,animals activity,0.4846727550029754
"dơwing, duing kơuỡng",large village,human activity,0.8096758723258972,scenery,0.0497840754687786
doyĕn,squash-like vegetable insides can be used as brush or sponge ,plants,0.318873643875122,weather,0.1433144211769104
dơyuăn,type of large jar having great value ,human activity,0.3379317820072174,water,0.1418263167142868
dỡng,"to stand, stop ",language,0.4470360577106476,human activity,0.3420186936855316
dỡng,"again, else, more ",language,0.529963493347168,human activity,0.1892442554235458
drang ,to warm oneself in sun,human activity,0.7205974459648132,weather,0.1240471452474594
drap,to prostrate oneself,human activity,0.6680561304092407,language,0.1241731867194175
drap kơmrap-kơmrônh-mônh,many people prostrating themselves ,human activity,0.9498422145843506,language,0.0136447567492723
"dră-kăn, drŏ-kăn","woman, women ",language,0.5789324641227722,human activity,0.3388713896274566
dreng ,yellow ,human activity,0.3110759556293487,animals activity,0.1641749739646911
drong,to stop off at ,human activity,0.4004228115081787,language,0.1801654398441314
drŏ-nglo,"man, men",human activity,0.8551792502403259,language,0.1127392277121543
"drŏu, drâu",today,human activity,0.4866308569908142,weather,0.1014462709426879
"drŏu, drâu",six,human activity,0.4196454584598541,animals activity,0.1377370506525039
drôih,to go early in the morning,human activity,0.6851692795753479,language,0.1031260639429092
"drô, minh drô",alone,human activity,0.2313247621059417,animals activity,0.1920488476753235
drơn,floor,human activity,0.4566707611083984,animals activity,0.1098060309886932
drỡng,answer ,human activity,0.3320461809635162,language,0.234143927693367
druei,"to have had enough, be sick of ",human activity,0.3578711748123169,language,0.2750170528888702
druh,"to follow, chase, pursue, drum ",human activity,0.5289819836616516,animals activity,0.226718783378601
drum,of animals to lay down,animals,0.8087214827537537,animals activity,0.1636595278978347
drŭt,to push ,human activity,0.7087182402610779,animals activity,0.1216957867145538
drưt,yellow edible food,plants,0.3339788317680359,animals activity,0.1783988922834396
"du, hla du",umbrella,weather,0.5836182236671448,human activity,0.1738773137331009
du-da,whatever,human activity,0.3230885863304138,language,0.17872054874897
duch,"an aunt who is younger than father or mother, honorific term for women same age or younger than speaker",language,0.5822000503540039,human activity,0.3029021322727203
duh,"to pay fine, give back, make restitution, pay rent ",human activity,0.5393364429473877,language,0.3594985008239746
dui,to pull,human activity,0.5291329622268677,animals activity,0.218660682439804
duk,ship,human activity,0.2234004884958267,water,0.2038692831993103
dul-dêl,to designate rocking of something being carried ,human activity,0.3366303145885467,language,0.3123017251491546
dung,sound of gun boom,human activity,0.9387545585632324,animals activity,0.0340066589415073
duỡt,to designate large village,human activity,0.6359508037567139,language,0.1772871166467666
"dur, pơma dur","low deep voice, speak in a low voice",human activity,0.4657683074474334,language,0.3478257954120636
dur,wall around village fort,human activity,0.655508816242218,scenery,0.169775977730751
dŭk,sound of something hitting ground,human activity,0.5586671829223633,animals activity,0.158541053533554
dŭk dỡk,intensive of,human activity,0.4640720784664154,language,0.1254165917634964
"dŭk, hră dŭk",type of crossbow used by children that is simpler in form like Western bow,human activity,0.7518296837806702,animals activity,0.0942480713129043
dŭng,sound of drum ,human activity,0.7064059376716614,animals activity,0.2320713400840759
dŭt,of water to push wood ,water,0.6761239767074585,human activity,0.2001546621322631
dư,gluttony in eating or drinking,human activity,0.8637829422950745,animals activity,0.043857418000698
đah,to sprout,human activity,0.4501611590385437,plants,0.1461309194564819
đah,to leap,animals activity,0.3949414193630218,human activity,0.3653465807437897
đak,water,water,0.8638479709625244,weather,0.0902803689241409
đal,shallow container,water,0.2801576256752014,human activity,0.2193282544612884
đam,to always hit the target ,human activity,0.4885730445384979,language,0.1191380769014358
đam,servant ,human activity,0.6320257186889648,animals activity,0.1936156451702118
đang,to be finished ,human activity,0.4671744406223297,language,0.1618272215127945
đao,large sword,human activity,0.4827005565166473,animals activity,0.3191961944103241
đăk,to set a trap,human activity,0.5960829257965088,animals activity,0.2898572981357574
đăm,simple form of five,human activity,0.3282472491264343,language,0.2944314181804657
đe,3rd person indefinite someone people,human activity,0.5367141962051392,language,0.378201961517334
đei,"to have, there are ",human activity,0.3054303228855133,language,0.1736990660429
đep,to be obedient ,human activity,0.4570068120956421,language,0.1912231147289276
đĕ-đŏ,a hard-shelled bug that lives in the water,animals activity,0.7811850309371948,water,0.1866319328546524
đĕch,only ,human activity,0.187384083867073,water,0.1765604615211486
đêl,footprints,human activity,0.8070483803749084,animals activity,0.138370931148529
đêl,"as before, that which was done before ",human activity,0.4280074834823608,language,0.2158862054347992
đih,"to go greet, welcome ",human activity,0.6124125123023987,language,0.3042349517345428
đik,strong,human activity,0.3979544639587402,language,0.1468766033649444
đing,bamboo tube,plants,0.3581037521362304,animals activity,0.2529421150684356
đit,very mean ,human activity,0.4600279927253723,language,0.2564447224140167
đit-đit,to breathe fast,human activity,0.6536363959312439,animals activity,0.1317518353462219
đīch,indentured servant,human activity,0.7875357866287231,animals activity,0.0985978692770004
đī,"all, no more",human activity,0.3544408977031708,language,0.265441358089447
đi-đăng,emphatic of đī,language,0.4621196985244751,animals activity,0.247670978307724
đoh,to put on earrings ,human activity,0.8975176811218262,animals activity,0.0361741781234741
đom,"to stick to, be fastened to ",language,0.3642826974391937,human activity,0.3036077618598938
đon,"ear, mind ",language,0.4701506197452545,human activity,0.3025248348712921
đot-đot,to describe the waving of a bird's tail up and down,animals activity,0.7695020437240601,animals,0.1479215770959854
đŏk,monkey ,animals activity,0.6545732021331787,animals,0.3383929431438446
đŏl,"to jack up, lift up by putting something in under; pain or ache from objects pressing against body ",human activity,0.7327869534492493,language,0.084629513323307
đŏng,"very bent, crooked",human activity,0.2998363375663757,language,0.2232089936733245
"đô, 'bum đô",peanuts,animals activity,0.2578985095024109,human activity,0.2250044196844101
đôn,to explode,human activity,0.5240844488143921,animals activity,0.1543789654970169
đông,to float,water,0.352630615234375,human activity,0.1953111737966537
đôr,easy ,human activity,0.2757625579833984,water,0.1389481127262115
đôr,a more complex weave than regular weave,human activity,0.2564949989318847,water,0.1739657372236251
đôt,of a hen tail to curve down or be without tail,animals,0.5811260342597961,animals activity,0.3440916240215301
đỗ,to make someone make restitution in addition to the thing stolen,human activity,0.4043667912483215,language,0.3148481547832489
đơđũk,"to describe the noise of guns going off, of many cars, of heart beating fast",human activity,0.7986971735954285,language,0.1756728142499923
đơđũk-đơđăk,intensive of đơđũk,language,0.5512003302574158,animals activity,0.1608841717243194
"đơl, abĕn đơl",short skirt,human activity,0.4514889717102051,language,0.1158699989318847
đơng,shallow,water,0.5642827153205872,language,0.1402776092290878
đơng,sugar ,human activity,0.4950825273990631,animals activity,0.1389426738023758
đỡk,bran,plants,0.6799581050872803,language,0.1263433694839477
đỡm,to remain drunk for a long time,human activity,0.6913073658943176,language,0.1414940804243087
đỡng,from,human activity,0.3431917726993561,language,0.2530486285686493
đỡp,to cover with lid,human activity,0.5495951175689697,language,0.1377225667238235
đỡr,"to stamp on, push with feet",human activity,0.8408831357955933,animals activity,0.1189921125769615
đuăn,conical hat,human activity,0.5354822874069214,animals activity,0.2161659300327301
đuh,to be pussy ,animals activity,0.5205738544464111,language,0.1779975146055221
đak đuh,pus,plants,0.2603499293327331,language,0.2593854665756225
đum,ripe,human activity,0.2126880586147308,language,0.2121985405683517
đunh,long time,human activity,0.3804795742034912,language,0.1534562706947326
đunh-đang,emphatic of đunh,language,0.4010750353336334,animals activity,0.2950947284698486
đunh-đơn,emphatic of đunh,language,0.4010750353336334,animals activity,0.2950947284698486
đuơng-đuang,many people gathered around ,human activity,0.8960561752319336,language,0.0305731240659952
đŭl,the kick of a gun,human activity,0.9071770310401917,animals activity,0.0682164058089256
đŭt,of a basket to be broken,human activity,0.6543341279029846,animals activity,0.1461366415023803
e,2nd person singular familiar,human activity,0.5696089267730713,language,0.3206648230552673
ei,there that usually to something not in sight but something that has been mentioned,language,0.2403262257575988,human activity,0.1986911296844482
et,"to suck in, to drink, to smoke; in Kontum used for drinking water, in others only for drinking wine",human activity,0.5176357626914978,water,0.3997236788272857
ĕch,plant that edible seed and leaves the seed pops,human activity,0.5962690711021423,plants,0.1883519887924194
ĕch,particle,language,0.4132895767688751,water,0.1429869085550308
"ê, ưh kơ","unaware, unprepared ",human activity,0.3989852666854858,language,0.2081962972879409
êh, expression of disdain,language,0.5432780385017395,human activity,0.3275749385356903
ễ,final particle,language,0.5863882899284363,water,0.0987842381000518
ễ ễ ễ păk-kê,the sound of the gecko call,animals activity,0.682629406452179,animals,0.2917771935462951
ga,to prevent,language,0.3313365578651428,human activity,0.317803680896759
gah,"side, as for, in some cases, may be a paragraph marker",language,0.4600476026535034,human activity,0.1452369093894958
gai,to invite each other to drink wine ,human activity,0.877599835395813,language,0.0636870414018631
gan ,"not so much, not really",language,0.3147289752960205,human activity,0.1493977755308151
ưh kơ gan,not quite,human activity,0.2208626568317413,language,0.2186237126588821
gao,coconut,animals activity,0.6868129968643188,animals,0.1294592320919037
gao,plant the seeds of which are used in making alcohol,plants,0.5765172839164734,human activity,0.3505936563014984
gao,small airplane,animals activity,0.6027932167053223,human activity,0.2776142954826355
gap ,to make a grass wall to fix a worn place in wall ,human activity,0.5083141922950745,plants,0.1739934831857681
gar ,jealous ,human activity,0.4259355664253235,language,0.2645027637481689
gat ,to measure piece of land; to level off with stick; to make a mark; to ostracize,human activity,0.9118660688400269,animals activity,0.0332748033106327
găm,black,human activity,0.3916480541229248,language,0.1484341621398925
găn,to prevent,language,0.3313365578651428,human activity,0.317803680896759
găng,"to shiver, be afraid",language,0.3766147196292877,human activity,0.2581680417060852
găr,"seed: classifier used for fish, for children ",animals activity,0.5403118133544922,animals,0.364107221364975
găt ,"of baby not to cry, be contented ",animals activity,0.4273199439048767,language,0.3548683524131775
ge ,wine jar (general term),human activity,0.3208788931369781,language,0.3143953084945678
geh,see gah,language,0.3303060531616211,human activity,0.2845823168754577
gei,"strong, long lasting",human activity,0.4080761671066284,language,0.1711452305316925
get ,gourd or bottle used to put water in,water,0.6308642029762268,human activity,0.2176699340343475
gĕr,see găr,language,0.311054527759552,scenery,0.223731979727745
gia,a tall grass used to make roofs,plants,0.2579885125160217,animals activity,0.1902290880680084
"gia, pơtih gia",for example,human activity,0.4765762388706207,animals activity,0.1238657906651496
giang,to herd,animals activity,0.6157397627830505,human activity,0.2383344024419784
giăm,"nearly finished, nearly",human activity,0.5356871485710144,language,0.1451553851366043
giĕng,"taboo, prohibited",language,0.8003296256065369,human activity,0.0637075304985046
năr giĕng,Sunday,human activity,0.4305790960788727,language,0.1251023709774017
măng giĕng,week,human activity,0.4274148941040039,animals activity,0.12605682015419
giot gơgiot,the hop of a rabbit ,animals activity,0.697996973991394,animals,0.2971080541610718
giơng,bed ,human activity,0.4015808999538421,animals activity,0.1546656638383865
giỡ,to ask for what is owed to one ,human activity,0.4429608583450317,language,0.3359341025352478
giỡ,to weave gia as in roof ,human activity,0.4329631328582763,language,0.3340873420238495
gǐl-gŭl,"to wiggle, wobble--a tooth, tree",animals activity,0.7078915238380432,scenery,0.0903729721903801
gǐt,"to be  valuable, precious, need",language,0.5091285109519958,human activity,0.1942822188138961
glai,width of a river ,water,0.9198119044303894,human activity,0.0237306039780378
glaih,nearby thunder,weather,0.3792903125286102,animals activity,0.2834793925285339
glaǐ," wrong, mistaken, misfortune ",language,0.4456691145896911,human activity,0.2176594138145446
glang,chain,human activity,0.3595798015594482,animals activity,0.1616220772266388
glăk glăk,to designate heavy laughing ,human activity,0.7969791889190674,language,0.1276773512363433
gle,type of vine from which fish poison is made ,plants,0.59635990858078,animals activity,0.2990467846393585
gleh,"to be tired, worn out",human activity,0.4491450786590576,language,0.3521321415901184
gleh-glan,intensive of gleh,human activity,0.5268360376358032,language,0.2574317455291748
glĕch,"to turn, to turn on, to twist ",human activity,0.6797674894332886,language,0.1674176305532455
glĕch-glŏch,to force one's head to the side,human activity,0.776943564414978,language,0.0716179609298706
glip,to become dark gradually,human activity,0.284911036491394,weather,0.1481689065694809
glǐp,to become dark suddenly ,human activity,0.2879102826118469,language,0.1445292532444
glơh,afternoon ,human activity,0.365794688463211,weather,0.159354418516159
glơi,to swim ,water,0.3641168177127838,human activity,0.3211498260498047
glỡk,to drown ,human activity,0.4396120309829712,water,0.2328922897577285
glỡm,to make to fall down ,human activity,0.6429059505462646,animals activity,0.1166843250393867
glung,river ,water,0.926685869693756,animals activity,0.0292706843465566
go,of a spring to lose its flexibility ,water,0.8395383358001709,weather,0.047427088022232
go kơdŭ,hunch back,human activity,0.5575663447380066,animals activity,0.1687702387571334
goh,"clean, empty, all gone ",scenery,0.2947571575641632,language,0.2111392021179199
gop,to gather and give to someone,human activity,0.8548587560653687,animals activity,0.0423410162329673
gŏ,"pot, kettle ",human activity,0.3912598490715027,water,0.3180728554725647
gŏ klăn,quicksand,animals activity,0.5189481973648071,language,0.1067264974117279
gŏk,to wait ,human activity,0.2923742234706878,language,0.2871719896793365
gŏn-kơdŭ gŏn,hunchback,animals activity,0.6632906794548035,human activity,0.1219203695654869
gŏp,ring-type earrings,human activity,0.623383104801178,animals activity,0.123177595436573
"gŏu, gâu",back side of knife blade,human activity,0.6030534505844116,animals activity,0.1399915665388107
gô,"wait, also used for future ",language,0.3855020701885223,human activity,0.215323805809021
gông,trap that works by trigger which trap drops on animal,animals,0.7002930045127869,animals activity,0.2593374848365783
gôp,the decorations on top of a tomb,scenery,0.5946486592292786,human activity,0.2049989849328994
gogleh-goglǐn,to be very tired,human activity,0.6449702382087708,language,0.1045428365468978
"gơgỡl, kon gơgowxl",oldest child,human activity,0.7020419239997864,animals activity,0.0949611440300941
gogrôk-gơgrak,"noise of river running, of stomach rolling, rumbling",animals activity,0.3703011274337768,human activity,0.3043031990528106
gơgŭ,"to shake, jerk",human activity,0.8042872548103333,animals activity,0.086843803524971
gơgŭnh,"to waddle as a fat person, wiggle like a caterpillar",human activity,0.7615141868591309,animals activity,0.1057188063859939
gơh,to be able to,human activity,0.496200680732727,language,0.1346959620714187
"gơhlŏu, gơhlâu","an imaginary object that lives  in trees, has good smell",plants,0.3977988064289093,scenery,0.1820623576641082
gohluỡk,to describe person's eyes that are not quite right in some way,language,0.4713143408298492,human activity,0.2433144450187683
gơhô,glutton,human activity,0.7622118592262268,animals activity,0.1302420645952224
gơhơng,amber colored,human activity,0.2785620987415313,water,0.1599555313587188
gơhrĕt,"to pull, to tie well",human activity,0.7073966264724731,language,0.138335719704628
gơih,to send (letters only),language,0.644700288772583,human activity,0.2042405903339386
gơlang,gable,language,0.4182409644126892,scenery,0.2899286150932312
gơlăn,to describe a person with big eyes looking intently at something,human activity,0.5475934147834778,language,0.3441922664642334
gơlăr,type of cane used in building,plants,0.6044082641601562,human activity,0.2730971276760101
gơlăr Bahnar Gơlăr,"the Bahnar who lives around the Kơdơ rice-growing 10 to 15 kilometers east of Pleiku 8-10,000 people",human activity,0.2408036887645721,animals activity,0.2370707094669342
gơling,to describe the banking of a plane,language,0.4900723397731781,human activity,0.1577846556901931
gơlon,to describe a person with small eyes looking intently at something ,human activity,0.5242839455604553,language,0.3306097388267517
gơlor-gơle,to stamp on in anger,human activity,0.694065272808075,animals activity,0.2105592489242553
gơlŏng,to clean by shaking water inside,water,0.5128589272499084,human activity,0.3759098649024963
gơlỡ,to push to do quickly,human activity,0.8289163708686829,animals activity,0.0551994815468788
gơlỡp,to be buried already,human activity,0.6352819800376892,language,0.1301857084035873
golŭng-gơlăng,chasing one another not watching where going,human activity,0.7139825820922852,animals activity,0.211454838514328
golŭng-gơle,striding along,human activity,0.7700428366661072,animals activity,0.1571023911237716
gơnam,to threaten,language,0.4494978189468384,human activity,0.3471041619777679
